City,Latitude,Longitude,Gender,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Unlimited Data,Online Security,Online Backup,Device Protection,Tech Support,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Payment Method,Offer,Referred a Friend,Number of Referrals,Monthly Charges,Total Charges,Avg Monthly Long Distance Charges,Total Long Distance Charges,Avg Monthly GB Download,Total Extra Data Charges,Total Revenue,Total Refunds,Tenure Months,CLTV,Satisfaction Score,Customer Status,Churn Label,Churn Category,Churn Reason
Winton,37.421299,-120.599587,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,One year,Mailed check,Offer D,No,0,19.45,270.2,22.31,290.03,0,0,560.23,0.0,13,3799,5,Stayed,No,,
Santa Rosa,38.460517,-122.790335,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Credit card (automatic),Offer E,Yes,9,58.7,168.6,11.47,34.410000000000004,51,0,203.01,0.0,3,3654,3,Joined,No,,
Santa Rosa,38.488431,-122.752839,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,Offer C,No,0,20.15,536.35,17.64,441.0,0,0,977.35,0.0,25,3848,5,Stayed,No,,
Santa Rosa,38.526941,-122.709096,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,,No,0,64.5,1888.45,2.64,79.2,15,0,1967.65,0.0,30,5039,3,Stayed,No,,
Santa Rosa,38.439696,-122.668817,Female,Yes,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Electronic check,Offer D,Yes,8,28.5,629.35,0.0,0.0,59,0,629.35,0.0,21,3766,4,Stayed,No,,
Albion,39.225694,-123.717354,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Month-to-month,Electronic check,,Yes,6,90.45,2117.25,46.82,1076.86,11,30,3224.11,0.0,23,5272,4,Stayed,No,,
Annapolis,38.731055,-123.316553,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,9,105.15,4730.9,47.48,2136.6,20,0,6867.5,0.0,45,5915,4,Stayed,No,,
Boonville,39.025867,-123.381544,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,No,No,No,One year,Bank transfer (automatic),,Yes,6,83.15,2033.05,41.45,994.8,53,0,3027.85,0.0,24,2404,5,Stayed,No,,
Cazadero,38.578807,-123.19338,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,10,103.2,5744.35,10.13,567.2800000000001,13,0,6311.63,0.0,56,4534,5,Stayed,No,,
Clearlake Oaks,39.07116,-122.598542,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Electronic check,Offer E,No,0,19.45,19.45,46.59,46.59,0,0,66.04,0.0,1,5820,3,Joined,No,,
Cobb,38.838088,-122.73203,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,Credit card (automatic),,Yes,5,88.8,4805.3,33.21,1826.55,4,0,6631.85,0.0,55,4291,3,Stayed,No,,
Covelo,39.83307,-123.178765,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),,Yes,9,85.9,6110.75,10.87,782.64,24,0,6893.39,0.0,72,6361,4,Stayed,No,,
Dos Rios,39.756049,-123.358701,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,No,Yes,No,One year,Electronic check,Offer B,No,0,34.2,1596.6,0.0,0.0,4,0,1596.6,0.0,45,5715,3,Stayed,No,,
Duncans Mills,38.445603,-123.063756,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Mailed check,,No,0,20.15,1046.2,3.49,164.03,0,0,1210.23,0.0,47,2618,3,Stayed,No,,
Elk,39.108252,-123.645121,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Mailed check,Offer E,No,0,50.3,92.75,18.62,37.24,51,0,129.99,0.0,2,5870,5,Joined,No,,
Forestville,38.499302,-122.92444,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Electronic check,Offer E,No,0,80.15,194.55,26.58,53.16,23,0,247.71,0.0,2,5251,3,Joined,No,,
Fort Bragg,39.455555,-123.683979,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,Offer D,Yes,1,51.25,612.1,46.88,562.5600000000001,73,0,1174.66,0.0,12,3097,3,Stayed,No,,
Geyserville,38.731771,-123.064272,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),,Yes,6,95.2,6671.7,12.02,829.38,30,0,7501.08,0.0,69,6166,4,Stayed,No,,
Glen Ellen,38.368744,-122.522642,Male,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Credit card (automatic),Offer B,No,0,94.8,5264.3,10.57,591.9200000000001,28,0,5856.22,0.0,56,5693,4,Stayed,No,,
Glenhaven,39.045246,-122.743181,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,80.25,303.7,8.75,35.0,4,30,368.7,0.0,4,3828,4,Stayed,No,,
Graton,38.434362,-122.86891,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Bank transfer (automatic),,Yes,4,76.1,4818.8,6.59,421.76,20,0,5240.56,0.0,64,4222,4,Stayed,No,,
Guerneville,38.52576,-123.013347,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,3,115.55,7159.05,40.66,2520.92,21,0,9679.97,0.0,62,6349,3,Stayed,No,,
Healdsburg,38.618347,-122.908422,Male,Yes,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Credit card (automatic),,Yes,5,24.65,1574.5,28.92,1821.96,0,0,3396.46,0.0,63,4392,4,Stayed,No,,
Hopland,38.93706,-123.118111,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,Electronic check,,No,0,53.6,2879.2,0.0,0.0,25,0,2879.2,0.0,53,5183,3,Stayed,No,,
Jenner,38.505995,-123.187019,Male,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,Yes,10,19.45,86.05,8.04,40.2,0,0,126.25,0.0,5,4573,3,Stayed,No,,
Kelseyville,38.93496,-122.792243,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Electronic check,Offer B,Yes,5,88.2,4159.45,26.0,1274.0,16,0,5433.45,0.0,49,5987,4,Stayed,No,,
Kenwood,38.419525,-122.521585,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,4,101.15,6638.35,28.64,1775.68,52,30,8444.03,0.0,62,5735,3,Stayed,No,,
Lakeport,39.080469,-122.955176,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Mailed check,,Yes,5,56.8,3112.05,2.36,129.79999999999998,69,0,3241.8500000000004,0.0,55,4702,4,Stayed,No,,
Laytonville,39.806141,-123.531098,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Electronic check,Offer A,Yes,2,99.4,7168.25,12.26,870.46,3,0,8038.71,0.0,71,4964,3,Stayed,No,,
Little River,39.245911,-123.77214,Female,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Credit card (automatic),,Yes,6,20.1,1326.25,22.05,1587.6,0,0,2913.8500000000004,0.0,72,4603,4,Stayed,No,,
Lower Lake,38.925545,-122.549083,Male,Yes,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),,Yes,7,60.7,2234.55,0.0,0.0,24,0,2234.55,0.0,36,3671,3,Stayed,No,,
Lucerne,39.141934,-122.770679,Male,Yes,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,One year,Bank transfer (automatic),,Yes,3,20.95,495.15,25.08,627.0,0,0,1122.15,0.0,25,5682,4,Stayed,No,,
Manchester,38.966713,-123.586412,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),Offer A,Yes,3,114.85,8317.95,28.72,2067.84,25,0,10385.79,0.0,72,4796,3,Stayed,No,,
Mendocino,39.305545,-123.743697,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,One year,Bank transfer (automatic),,No,0,19.25,679.8,49.85,1794.6,0,0,2474.4,0.0,36,4904,3,Stayed,No,,
Middletown,38.787446,-122.58675,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,,No,0,62.8,62.8,42.19,42.19,29,0,104.99,0.0,1,2438,5,Joined,No,,
Monte Rio,38.471049,-123.015549,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,Electronic check,,No,0,105.5,7544.0,21.96,1581.12,59,0,9125.12,0.0,72,5551,3,Stayed,No,,
Navarro,39.182916,-123.552571,Male,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Mailed check,,Yes,2,19.85,1188.25,41.19,2430.21,0,0,3618.46,0.0,59,6144,3,Stayed,No,,
Occidental,38.415003,-122.998726,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),,No,0,74.1,74.1,36.05,36.05,30,0,110.15,0.0,1,2900,5,Joined,No,,
Philo,39.094102,-123.500853,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,,Yes,9,107.5,3242.5,24.56,736.8,18,0,3979.3,0.0,30,3094,4,Stayed,No,,
Point Arena,38.911299,-123.609588,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Mailed check,,No,0,19.55,1240.15,38.96,2493.44,0,0,3733.59,0.0,64,6036,3,Stayed,No,,
Potter Valley,39.408634,-123.045516,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,Bank transfer (automatic),,No,0,68.8,4111.35,38.37,2417.31,59,0,6528.66,0.0,63,5082,3,Stayed,No,,
Redwood Valley,39.298065,-123.25211,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Two year,Credit card (automatic),Offer A,Yes,3,84.45,5899.85,16.72,1203.84,9,0,7103.6900000000005,0.0,72,5856,3,Stayed,No,,
Sebastopol,38.398815,-122.861923,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,No,0,84.5,5193.2,6.05,375.1,22,0,5568.3,0.0,62,5466,4,Stayed,No,,
Sonoma,38.25485,-122.461799,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,6,111.2,7530.8,40.96,2744.32,47,0,10275.12,0.0,67,6060,4,Stayed,No,,
Upper Lake,39.220368,-122.907693,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,5,80.6,5460.2,43.81,3066.7000000000003,17,0,8526.9,0.0,70,5880,3,Stayed,No,,
Westport,39.724433,-123.767578,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),,No,0,80.7,1614.2,21.49,429.8,4,0,2044.0,0.0,20,3111,5,Stayed,No,,
Willits,39.492046,-123.375818,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,No,Month-to-month,Electronic check,,No,0,75.6,402.5,19.3,96.5,25,10,509.0,0.0,5,3469,3,Stayed,No,,
Windsor,38.527297,-122.810044,Female,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Electronic check,,Yes,6,57.6,1367.75,0.0,0.0,27,0,1367.75,0.0,24,5623,4,Stayed,No,,
Yorkville,38.888351,-123.239647,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),,Yes,7,110.6,7962.2,4.32,311.04,18,0,8273.24,0.0,72,5444,3,Stayed,No,,
The Sea Ranch,38.696659,-123.436861,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Credit card (automatic),,Yes,9,58.2,3810.8,24.27,1601.82,59,0,5412.62,0.0,66,5313,3,Stayed,No,,
Eureka,40.796621,-124.15428,Female,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,,Yes,10,81.0,3533.6,26.01,1170.45,29,0,4704.05,0.0,45,2934,3,Stayed,No,,
Eureka,40.737431,-124.108897,Female,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,Yes,5,19.7,1396.9,38.39,2648.91,0,0,4045.81,0.0,69,4131,5,Stayed,No,,
Blocksburg,40.309088,-123.668201,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),,No,0,59.55,1646.45,38.97,1091.16,3,0,2737.61,0.0,28,3354,3,Stayed,No,,
Arcata,40.839958,-124.003757,Female,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Mailed check,,No,0,75.55,2680.15,32.0,1152.0,23,100,3932.15,0.0,36,3235,4,Stayed,No,,
Burnt Ranch,40.854512,-123.450097,Male,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,One year,Credit card (automatic),,Yes,6,45.1,2049.05,0.0,0.0,26,0,2049.05,0.0,42,3844,4,Stayed,No,,
Carlotta,40.497283,-123.93037,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Bank transfer (automatic),Offer B,No,0,70.95,3629.2,44.76,2148.48,18,0,5777.68,0.0,48,2667,3,Stayed,No,,
Fields Landing,40.726949,-124.217378,Female,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Credit card (automatic),Offer D,Yes,3,20.9,202.3,2.52,27.72,0,0,230.02,0.0,11,5359,5,Stayed,No,,
Fortuna,40.584991,-124.121504,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,No,0,19.95,147.5,13.86,97.02,0,0,244.52,0.0,7,3331,3,Stayed,No,,
Garberville,40.057784,-123.679461,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,No,0,24.6,86.35,26.33,78.99,0,0,165.33999999999995,0.0,3,5756,4,Joined,No,,
Gasquet,41.867908,-123.794144,Male,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic check,,No,0,66.7,579.0,41.13,329.04,27,0,908.04,0.0,8,4490,3,Stayed,No,,
Hoopa,41.163637,-123.704841,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Mailed check,,Yes,1,94.8,3131.55,43.37,1387.84,76,40,4559.39,0.0,32,5288,4,Stayed,No,,
Hydesville,40.557314,-124.081662,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,Bank transfer (automatic),Offer B,Yes,4,65.85,3928.3,43.57,2614.2,30,0,6542.5,0.0,60,4053,3,Stayed,No,,
Klamath,41.572813,-124.035011,Female,Yes,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),Offer D,Yes,9,19.95,187.75,49.6,496.0,0,0,683.75,0.0,10,3831,4,Stayed,No,,
Kneeland,40.664483,-123.865325,Female,Yes,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,Yes,5,24.65,1710.15,43.37,3079.27,0,0,4789.42,0.0,71,4015,4,Stayed,No,,
Mad River,40.390301,-123.412327,Female,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),Offer B,Yes,2,51.25,2151.6,0.0,0.0,6,0,2151.6,0.0,43,5656,3,Stayed,No,,
Myers Flat,40.267158,-123.805913,Female,Yes,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic check,Offer D,Yes,6,54.25,1221.55,38.93,895.39,4,0,2116.94,0.0,23,5140,5,Stayed,No,,
Orick,41.336354,-124.044354,Female,Yes,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,Yes,8,19.4,1496.45,12.87,926.64,0,0,2423.09,0.0,72,5398,3,Stayed,No,,
Orleans,41.269521,-123.546958,Male,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No,No,No,One year,Credit card (automatic),Offer D,Yes,8,56.25,1292.2,7.68,168.95999999999998,7,100,1561.16,0.0,22,3733,4,Stayed,No,,
Petrolia,40.274302,-124.210902,Female,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,,No,0,25.15,25.15,0.0,0.0,52,0,25.15,0.0,1,3513,5,Joined,No,,
Phillipsville,40.184094,-123.745487,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,No,0,23.95,1713.1,22.24,1534.56,0,0,3247.66,0.0,69,6059,3,Stayed,No,,
Redway,40.142256,-123.852927,Male,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,No,No,No,One year,Mailed check,Offer B,No,0,35.4,1748.9,0.0,0.0,7,0,1748.9,0.0,50,5052,3,Stayed,No,,
Samoa,40.809636,-124.189977,Female,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),,Yes,6,75.35,1114.55,30.09,451.35,71,0,1565.9,0.0,15,4891,5,Stayed,No,,
Scotia,40.440636,-124.098739,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,No,0,20.4,609.1,25.58,792.9799999999999,0,0,1402.08,0.0,31,5363,3,Stayed,No,,
Weott,40.310119,-123.909449,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Mailed check,,No,0,20.0,141.6,23.46,187.68,0,0,329.28,0.0,8,3087,3,Stayed,No,,
Willow Creek,40.949012,-123.655847,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,One year,Credit card (automatic),Offer B,Yes,5,73.05,4688.65,26.64,1704.96,71,0,6393.61,0.0,64,4515,3,Stayed,No,,
Leggett,39.873371,-123.741474,Female,Yes,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,Yes,3,20.5,563.05,42.33,1185.24,0,0,1748.29,0.0,28,5145,4,Stayed,No,,
Piercy,39.955587,-123.681175,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,Credit card (automatic),Offer B,Yes,5,100.75,5985.0,3.72,212.04,11,0,6197.04,0.0,57,6354,3,Stayed,No,,
Zenia,40.170357,-123.417298,Male,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Mailed check,,No,0,19.95,373.5,19.1,362.9,0,0,736.4000000000001,0.0,19,2831,4,Stayed,No,,
Auburn,38.99003,-121.114408,Female,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,Offer B,No,0,49.65,2553.35,0.0,0.0,42,0,2553.35,0.0,51,5528,3,Stayed,No,,
Auburn,38.912881,-121.082766,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Two year,Mailed check,,Yes,5,65.65,4322.85,22.83,1529.61,22,0,5852.46,0.0,67,5441,3,Stayed,No,,
West Sacramento,38.592745,-121.540036,Male,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Electronic check,,Yes,3,20.45,250.8,16.67,183.37,0,0,434.17,0.0,11,2606,5,Stayed,No,,
Brooks,38.809804,-122.241383,Male,Yes,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),,Yes,8,60.95,4549.05,0.0,0.0,15,0,4549.05,0.0,72,4147,4,Stayed,No,,
Capay,38.681651,-122.130569,Male,Yes,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,One year,Electronic check,Offer A,Yes,9,20.35,1359.5,45.03,2971.98,0,0,4331.48,0.0,66,4845,5,Stayed,No,,
Citrus Heights,38.69508,-121.271616,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Electronic check,,No,0,19.5,178.85,46.94,422.46,0,0,601.31,0.0,9,4283,4,Stayed,No,,
Clarksburg,38.384648,-121.578701,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Credit card (automatic),,No,0,75.2,633.85,9.27,83.42999999999999,28,0,717.28,0.0,9,5841,5,Stayed,No,,
Cool,38.880622,-120.973865,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),Offer B,Yes,9,111.45,5315.1,22.36,1073.28,59,0,6388.38,0.0,48,2319,3,Stayed,No,,
Courtland,38.311609,-121.554034,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,,No,0,70.15,735.5,4.29,42.9,85,0,778.4,0.0,10,3963,3,Stayed,No,,
Citrus Heights,38.69549,-121.307864,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Offer A,Yes,8,92.0,6474.4,43.29,3116.88,16,110,9701.28,0.0,72,6434,3,Stayed,No,,
El Dorado,38.63153,-120.842609,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Offer B,Yes,10,85.5,4421.95,33.93,1730.43,13,0,6152.38,0.0,51,6261,3,Stayed,No,,
Elverta,38.734997,-121.463719,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Electronic check,Offer B,Yes,4,82.15,4904.85,26.55,1619.55,2,0,6524.400000000001,0.0,61,4250,3,Stayed,No,,
Esparto,38.834469,-122.127193,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,One year,Electronic check,Offer B,No,0,84.4,4484.05,30.66,1655.64,18,0,6139.6900000000005,0.0,54,4154,3,Stayed,No,,
Fair Oaks,38.652065,-121.25441,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Mailed check,,No,0,60.9,2033.85,15.69,517.77,24,0,2551.62,0.0,33,3009,4,Stayed,No,,
Fiddletown,38.513484,-120.704613,Female,No,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,No,0,20.25,538.2,35.77,965.79,0,0,1503.9900000000002,0.0,27,5250,3,Stayed,No,,
Foresthill,39.031876,-120.811141,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,,No,0,95.3,2192.9,48.21,1108.83,23,0,3301.73,0.0,23,5029,3,Stayed,No,,
Galt,38.274451,-121.259201,Male,No,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Mailed check,,No,0,19.85,19.85,29.1,29.1,0,0,48.95,0.0,1,4840,3,Joined,No,,
Garden Valley,38.852544,-120.837669,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,Offer B,Yes,3,84.35,3858.05,30.8,1386.0,3,0,5244.05,0.0,45,3403,3,Stayed,No,,
Georgetown,38.9386,-120.785514,Female,Yes,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Bank transfer (automatic),,Yes,3,19.85,854.8,32.57,1270.23,0,0,2125.03,0.0,39,3032,5,Stayed,No,,
Grizzly Flats,38.636102,-120.522149,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Bank transfer (automatic),Offer A,Yes,10,82.3,5815.15,48.44,3487.68,15,0,9302.83,0.0,72,4162,3,Stayed,No,,
Guinda,38.830739,-122.196202,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),Offer B,Yes,2,66.8,3970.4,44.1,2557.8,19,0,6528.200000000001,0.0,58,6433,5,Stayed,No,,
Herald,38.313447,-121.123886,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),Offer A,No,0,44.6,3058.15,0.0,0.0,11,0,3058.15,0.0,70,4442,3,Stayed,No,,
Hood,38.375325,-121.507935,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),Offer B,Yes,4,98.45,6145.2,41.57,2535.77,21,0,8680.97,0.0,61,4000,3,Stayed,No,,
Ione,38.33788,-120.954202,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,No,Month-to-month,Mailed check,Offer E,No,0,70.7,129.2,2.72,5.44,14,10,144.64,0.0,2,2388,4,Joined,No,,
