City,Latitude,Longitude,Gender,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category,Churn Reason
Cypress,33.818477,-118.038307,Female,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,1292.65,No,6303,Yes,10,Offer A,46.61,0,No,No,No,0.0,0,3169.48,4462.13,4,Stayed,NULL,NULL
La Habra,33.940619,-117.9513,Male,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Mailed check,48.75,48.75,No,5068,Yes,10,NULL,26.26,22,No,No,Yes,0.0,0,26.26,75.01,4,Joined,NULL,NULL
La Mirada,33.902045,-118.008961,Male,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Electronic check,109.05,7108.2,No,5692,No,0,NULL,4.4,10,Yes,Yes,Yes,34.67,0,286.0,7359.53,3,Stayed,NULL,NULL
Montebello,34.015217,-118.109962,Male,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.0,1802.55,No,4055,No,0,NULL,28.99,0,No,No,No,28.93,0,2087.28,3860.9,5,Stayed,NULL,NULL
Norwalk,33.905963,-118.08263,Female,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Credit card (automatic),54.9,1505.15,No,2885,No,0,NULL,3.25,11,Yes,No,Yes,0.0,0,91.0,1596.15,3,Stayed,NULL,NULL
Pico Rivera,33.989524,-118.089299,Male,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.75,1859.1,No,4185,Yes,3,Offer A,47.69,0,No,No,No,0.0,0,3433.68,5292.78,4,Stayed,NULL,NULL
Santa Fe Springs,33.933565,-118.062611,Female,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Electronic check,91.15,168.5,No,2686,No,0,NULL,46.78,12,No,No,No,0.0,10,93.56,272.06,3,Joined,NULL,NULL
Artesia,33.867593,-118.080637,Male,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Electronic check,104.35,6339.45,No,4040,Yes,2,NULL,22.95,15,No,Yes,Yes,41.23,0,1377.0,7675.22,4,Stayed,NULL,NULL
Cerritos,33.8681,-118.067402,Female,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Electronic check,66.05,1652.4,No,3225,No,0,NULL,12.09,15,Yes,Yes,Yes,47.73,0,314.34,1919.01,5,Stayed,NULL,NULL
Harbor City,33.798266,-118.300237,Male,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),92.2,6392.85,No,4451,Yes,4,Offer A,38.38,20,Yes,Yes,Yes,0.0,0,2609.84,9002.69,3,Stayed,NULL,NULL
Lakewood,33.847755,-118.112532,Female,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Bank transfer (automatic),105.2,4599.15,No,5573,Yes,2,NULL,35.38,7,No,Yes,Yes,40.46,0,1485.96,6044.65,3,Stayed,NULL,NULL
Lakewood,33.841027,-118.078097,Female,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,1134.25,No,6064,Yes,10,Offer B,23.28,0,No,No,No,0.0,0,1326.96,2461.21,4,Stayed,NULL,NULL
Hawaiian Gardens,33.830431,-118.074071,Male,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Electronic check,30.4,1621.35,No,4778,Yes,9,Offer B,0.0,9,No,No,Yes,0.0,0,0.0,1621.35,4,Stayed,NULL,NULL
Los Alamitos,33.79499,-118.065591,Female,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Mailed check,61.5,2722.2,No,2059,Yes,8,Offer B,44.87,20,No,No,No,0.0,150,1974.28,4846.48,3,Stayed,NULL,NULL
Paramount,33.897122,-118.164432,Male,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Bank transfer (automatic),69.4,3058.3,No,4701,Yes,10,Offer B,16.67,17,No,No,Yes,0.0,0,700.1400000000001,3758.440000000001,3,Stayed,NULL,NULL
San Pedro,33.736387,-118.284363,Male,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1769.6,No,6232,Yes,1,Offer A,35.33,0,No,No,No,0.0,0,2543.76,4313.36,3,Stayed,NULL,NULL
San Pedro,33.744119,-118.31448,Female,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,91.05,6293.75,No,4644,Yes,3,Offer A,9.5,76,Yes,Yes,Yes,0.0,0,674.5,6968.25,3,Stayed,NULL,NULL
Sunset Beach,33.719221,-118.073596,Female,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),73.65,1642.75,No,2590,Yes,5,Offer D,14.53,48,Yes,Yes,Yes,0.0,0,334.19,1976.94,5,Stayed,NULL,NULL
Surfside,33.728273,-118.085304,Female,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,578.5,No,3986,No,0,NULL,9.27,0,No,No,No,0.0,0,278.1,856.5999999999999,3,Stayed,NULL,NULL
Wilmington,33.782068,-118.262263,Male,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),26.2,954.9,No,4419,No,0,NULL,49.13,0,No,No,No,0.0,0,1719.5500000000002,2674.4500000000003,3,Stayed,NULL,NULL
Carson,33.859171,-118.252272,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),43.85,43.85,No,5913,No,0,NULL,15.9,27,No,No,No,0.0,10,15.9,69.75,4,Joined,NULL,NULL
Long Beach,33.752524,-118.210737,Male,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,69.7,1490.4,No,4838,No,0,Offer D,15.77,42,No,No,Yes,0.0,0,346.94,1837.34,3,Stayed,NULL,NULL
Long Beach,33.760458,-118.129725,Male,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Mailed check,38.55,280.0,No,3345,Yes,5,NULL,0.0,58,No,No,Yes,0.0,0,0.0,280.0,4,Stayed,NULL,NULL
Long Beach,33.783047,-118.1486,Female,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Mailed check,53.1,1901.25,No,2751,No,0,NULL,0.0,9,Yes,Yes,Yes,0.0,0,0.0,1901.25,3,Stayed,NULL,NULL
Long Beach,33.864622,-118.179626,Female,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,716.4,No,5099,Yes,7,NULL,9.66,0,No,No,No,0.0,0,328.44,1044.84,3,Stayed,NULL,NULL
Long Beach,33.802664,-118.179971,Male,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Credit card (automatic),64.45,4720.0,No,6330,Yes,1,Offer A,32.67,48,No,No,Yes,0.0,0,2352.24,7072.24,3,Stayed,NULL,NULL
Long Beach,33.830099,-118.182239,Male,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,930.95,No,3040,Yes,9,NULL,34.79,0,No,No,No,0.0,0,1252.44,2183.3900000000003,3,Stayed,NULL,NULL
Long Beach,33.771612,-118.143866,Female,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Credit card (automatic),95.15,6770.85,No,5647,Yes,3,Offer A,34.53,19,Yes,No,No,0.0,0,2451.63,9222.48,3,Stayed,NULL,NULL
Long Beach,33.797638,-118.11662,Female,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Mailed check,79.35,1835.3,No,3558,No,0,NULL,8.72,18,No,No,Yes,15.41,0,200.56,2020.45,5,Stayed,NULL,NULL
Long Beach,33.778436,-118.118648,Male,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Bank transfer (automatic),96.65,1588.25,No,5228,Yes,1,Offer D,28.83,5,No,Yes,Yes,0.0,0,490.11,2078.36,5,Stayed,NULL,NULL
Altadena,34.196837,-118.142236,Male,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,75.5,75.5,No,2954,No,0,NULL,5.63,52,Yes,Yes,Yes,0.0,0,5.63,81.13,5,Joined,NULL,NULL
Arcadia,34.137319,-118.029837,Male,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.7,258.35,No,5104,Yes,7,Offer D,4.71,0,No,No,No,0.0,0,56.52,314.87,4,Stayed,NULL,NULL
Arcadia,34.128284,-118.047732,Female,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1502.25,No,6302,Yes,6,Offer A,43.91,0,No,No,No,0.0,0,3161.5199999999995,4663.77,4,Stayed,NULL,NULL
Duarte,34.145695,-117.95982,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.2,19.2,No,4629,No,0,NULL,35.88,0,No,No,No,0.0,0,35.88,55.08,3,Joined,NULL,NULL
La Canada Flintridge,34.234912,-118.153729,Male,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Bank transfer (automatic),98.35,6929.4,No,6120,No,0,NULL,44.61,30,No,Yes,Yes,0.0,0,3211.92,10141.32,3,Stayed,NULL,NULL
Monrovia,34.1528,-118.000482,Male,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),74.35,4453.3,No,5100,Yes,9,Offer B,38.44,57,No,No,Yes,0.0,0,2306.4,6759.7,5,Stayed,NULL,NULL
Montrose,34.2112,-118.230625,Female,Yes,No,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),51.35,3244.4,No,4159,Yes,10,Offer B,0.0,17,Yes,No,Yes,0.0,0,0.0,3244.4,3,Stayed,NULL,NULL
Sierra Madre,34.168686,-118.057505,Female,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,45.65,323.45,No,4227,Yes,9,Offer E,5.69,27,No,No,Yes,0.0,0,34.14,357.59,4,Stayed,NULL,NULL
Pasadena,34.146635,-118.139225,Male,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.3,1401.15,No,5265,Yes,9,Offer A,27.16,0,No,No,No,0.0,0,1955.52,3356.67,3,Stayed,NULL,NULL
Pasadena,34.167465,-118.165327,Female,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Electronic check,54.2,1739.6,No,4454,No,0,NULL,32.02,3,No,No,Yes,0.0,0,1024.64,2764.24,5,Stayed,NULL,NULL
Pasadena,34.165383,-118.123752,Male,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,90.65,5931.0,No,6358,Yes,1,Offer B,19.84,2,No,Yes,No,0.0,110,1289.6,7330.6,5,Stayed,NULL,NULL
Pasadena,34.13946,-118.166649,Female,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),50.9,2333.85,No,3937,Yes,10,Offer B,0.0,18,No,Yes,Yes,0.0,0,0.0,2333.85,3,Stayed,NULL,NULL
Pasadena,34.139402,-118.128658,Male,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,25.05,949.85,No,3756,No,0,NULL,27.64,0,No,No,No,0.0,0,1160.88,2110.73,5,Stayed,NULL,NULL
Pasadena,34.159007,-118.087353,Male,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,74.85,572.45,No,5514,No,0,Offer E,11.58,7,No,No,Yes,0.0,0,92.64,665.09,4,Stayed,NULL,NULL
San Marino,34.122671,-118.112911,Male,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.5,696.8,No,3114,No,0,NULL,16.94,0,No,No,No,0.0,0,542.08,1238.88,4,Stayed,NULL,NULL
Glendale,34.17051,-118.289463,Female,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Mailed check,63.55,1381.8,No,2136,Yes,5,Offer D,17.22,25,Yes,No,Yes,0.0,0,378.84,1760.64,3,Stayed,NULL,NULL
Glendale,34.153338,-118.262974,Male,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Electronic check,47.95,47.95,No,5092,No,0,Offer E,46.23,25,No,No,Yes,0.0,0,46.23,94.18,4,Joined,NULL,NULL
Glendale,34.13658,-118.245839,Female,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,45.0,45.0,No,5669,Yes,7,Offer E,40.63,52,No,No,No,0.0,10,40.63,95.63,5,Joined,NULL,NULL
Glendale,34.195386,-118.238508,Male,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,90.05,4931.8,No,5232,No,0,NULL,18.58,14,No,No,Yes,0.0,0,1003.32,5935.12,5,Stayed,NULL,NULL
La Crescenta,34.239636,-118.245259,Female,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.3,116.95,No,3808,No,0,Offer E,9.75,0,No,No,No,0.0,0,39.0,155.95,3,Stayed,NULL,NULL
Calabasas,34.130861,-118.68346,Female,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,24.3,1261.7,No,5052,Yes,7,NULL,21.21,0,No,No,No,0.0,0,1187.76,2449.46,5,Stayed,NULL,NULL
Canoga Park,34.19829,-118.602203,Male,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,75.95,3273.8,No,2185,No,0,NULL,10.36,6,No,Yes,Yes,0.0,0,466.2,3740.0,4,Stayed,NULL,NULL
Canoga Park,34.224377,-118.632656,Female,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.7,1415.85,No,5921,Yes,5,NULL,22.36,0,No,No,No,0.0,0,1587.56,3003.41,3,Stayed,NULL,NULL
Winnetka,34.209532,-118.577563,Male,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Credit card (automatic),66.4,3958.2,No,6432,Yes,3,NULL,16.06,4,No,No,Yes,0.0,0,947.54,4905.74,3,Stayed,NULL,NULL
West Hills,34.199787,-118.68493,Male,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Bank transfer (automatic),35.75,2492.25,No,4043,No,0,NULL,0.0,19,No,No,No,0.0,150,0.0,2642.25,5,Stayed,NULL,NULL
Chatsworth,34.294142,-118.603883,Male,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,18.8,279.2,No,2916,No,0,Offer D,17.17,0,No,No,No,0.0,0,326.23,605.4300000000001,3,Stayed,NULL,NULL
Encino,34.150354,-118.518292,Female,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,1083.0,No,5366,Yes,8,NULL,27.75,0,No,No,No,0.0,0,1526.25,2609.25,5,Stayed,NULL,NULL
Newbury Park,34.172071,-118.946262,Female,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.3,755.5,No,4705,No,0,NULL,32.63,0,No,No,No,0.0,0,1239.94,1995.44,5,Stayed,NULL,NULL
Northridge,34.238208,-118.55029,Female,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Credit card (automatic),67.45,3252.0,No,4074,Yes,1,NULL,46.77,24,No,No,Yes,0.0,0,2198.19,5450.1900000000005,3,Stayed,NULL,NULL
San Fernando,34.286131,-118.435969,Male,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,936.85,No,3392,Yes,4,NULL,14.91,0,No,No,No,0.0,0,685.86,1622.71,5,Stayed,NULL,NULL
North Hills,34.238802,-118.482296,Female,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Credit card (automatic),58.9,3857.1,No,5657,Yes,5,NULL,34.31,71,Yes,No,Yes,0.0,0,2230.15,6087.25,4,Stayed,NULL,NULL
Santa Clarita,34.502432,-118.41459,Male,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,1378.45,No,5497,Yes,6,NULL,11.3,0,No,No,No,0.0,0,802.3000000000001,2180.75,4,Stayed,NULL,NULL
Sun Valley,34.231053,-118.338307,Female,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic check,50.5,2566.3,No,5185,No,0,NULL,0.0,23,Yes,No,Yes,0.0,0,0.0,2566.3,3,Stayed,NULL,NULL
Valencia,34.457005,-118.573726,Male,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,25.1,171.0,No,5161,Yes,4,NULL,47.29,0,No,No,No,0.0,0,283.74,454.74,4,Stayed,NULL,NULL
Valencia,34.43987,-118.644609,Female,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Mailed check,60.7,1597.4,No,2502,Yes,2,NULL,17.12,17,No,No,Yes,0.0,0,445.12,2042.52,5,Stayed,NULL,NULL
Tarzana,34.157137,-118.548511,Male,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Electronic check,99.0,4744.35,No,3061,No,0,NULL,5.87,2,No,No,Yes,0.0,0,281.76,5026.110000000001,4,Stayed,NULL,NULL
Thousand Oaks,34.214054,-118.88109,Female,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Bank transfer (automatic),104.4,6721.6,No,5133,Yes,4,NULL,13.95,11,Yes,Yes,Yes,0.0,0,892.8,7614.400000000001,4,Stayed,NULL,NULL
Thousand Oaks,34.191842,-118.822796,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),44.05,44.05,No,5925,No,0,Offer E,30.73,10,No,No,Yes,0.0,0,30.73,74.78,5,Joined,NULL,NULL
Woodland Hills,34.153733,-118.593408,Male,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.1,1734.65,No,4264,No,0,NULL,19.64,0,No,No,No,0.0,0,1414.08,3148.73,4,Stayed,NULL,NULL
Woodland Hills,34.178068,-118.615714,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,45.55,45.55,No,3173,No,0,Offer E,16.34,4,No,No,Yes,0.0,0,16.34,61.89,4,Joined,NULL,NULL
Oak Park,34.19225,-118.776874,Female,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Electronic check,93.8,4539.35,No,5457,Yes,9,NULL,27.23,75,No,Yes,Yes,0.0,0,1388.73,5928.08,3,Stayed,NULL,NULL
Stevenson Ranch,34.364153,-118.615583,Female,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,804.25,No,2902,Yes,1,NULL,23.95,0,No,No,No,0.0,0,981.95,1786.1999999999998,3,Stayed,NULL,NULL
Castaic,34.506627,-118.699048,Female,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Credit card (automatic),70.65,5011.15,No,5176,Yes,6,NULL,43.12,22,No,No,Yes,0.0,0,3104.64,8115.789999999999,3,Stayed,NULL,NULL
Van Nuys,34.178483,-118.431791,Female,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),86.45,3574.5,No,3110,Yes,6,NULL,21.08,14,Yes,Yes,Yes,0.0,0,906.44,4480.94,4,Stayed,NULL,NULL
Panorama City,34.223768,-118.445461,Male,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),114.1,8086.4,No,4965,Yes,6,NULL,23.27,3,Yes,Yes,Yes,0.0,0,1675.44,9761.84,3,Stayed,NULL,NULL
Sherman Oaks,34.147149,-118.463365,Male,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Credit card (automatic),95.2,4563.0,No,4977,Yes,1,NULL,20.93,85,No,Yes,No,0.0,80,983.71,5626.71,5,Stayed,NULL,NULL
Van Nuys,34.202494,-118.448048,Male,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),88.55,6362.35,No,6468,No,0,NULL,46.1,27,Yes,Yes,Yes,0.0,0,3319.2000000000003,9681.55,4,Stayed,NULL,NULL
Van Nuys,34.195685,-118.490752,Male,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,67.1,No,2406,No,0,Offer E,16.39,0,No,No,No,0.0,0,49.17,116.27,5,Joined,NULL,NULL
Encino,34.152875,-118.486056,Male,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Bank transfer (automatic),44.65,1156.55,No,4512,No,0,NULL,0.0,6,No,Yes,Yes,0.0,0,0.0,1156.55,4,Stayed,NULL,NULL
Burbank,34.188339,-118.300942,Male,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Mailed check,60.2,1834.15,No,5517,Yes,9,NULL,1.41,73,No,Yes,Yes,0.0,0,40.89,1875.04,3,Stayed,NULL,NULL
Burbank,34.213049,-118.317651,Male,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Bank transfer (automatic),55.45,1477.65,No,3616,No,0,NULL,20.29,21,No,No,Yes,0.0,0,547.8299999999999,2025.48,3,Stayed,NULL,NULL
Burbank,34.174215,-118.345928,Male,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Credit card (automatic),70.3,1706.45,No,3359,Yes,6,NULL,44.57,26,Yes,Yes,Yes,0.0,0,1069.68,2776.13,3,Stayed,NULL,NULL
Burbank,34.169706,-118.323548,Male,Yes,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Bank transfer (automatic),60.4,3953.7,No,5356,Yes,1,NULL,21.17,13,Yes,No,No,0.0,40,1418.39,5412.09,3,Stayed,NULL,NULL
North Hollywood,34.15136,-118.364786,Female,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,No,2499,No,0,Offer D,9.04,8,No,No,Yes,0.0,0,207.92,1535.77,3,Stayed,NULL,NULL
Studio City,34.139082,-118.39275,Male,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Mailed check,31.1,419.7,No,3448,No,0,Offer D,0.0,12,No,No,Yes,0.0,0,0.0,419.7,5,Stayed,NULL,NULL
Valley Village,34.165783,-118.399795,Male,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Credit card (automatic),50.95,207.35,No,2104,No,0,NULL,0.0,10,No,No,Yes,0.0,0,0.0,207.35,3,Stayed,NULL,NULL
Rancho Cucamonga,34.132275,-117.611478,Male,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Electronic check,69.1,1083.7,No,5172,No,0,Offer D,13.99,18,No,Yes,Yes,0.0,0,223.84,1307.54,4,Stayed,NULL,NULL
Azusa,34.174493,-117.87068,Female,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,43.95,2007.85,No,4818,Yes,1,NULL,0.0,8,No,Yes,Yes,0.0,0,0.0,2007.85,3,Stayed,NULL,NULL
Baldwin Park,34.098275,-117.967399,Male,No,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,No,4280,No,0,NULL,11.5,29,Yes,Yes,Yes,0.0,0,782.0,6664.75,4,Stayed,NULL,NULL
Chino Hills,33.942895,-117.725644,Male,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,69.95,2657.55,No,5858,No,0,NULL,28.0,22,Yes,No,No,0.0,90,1064.0,3811.55,3,Stayed,NULL,NULL
Covina,34.097345,-117.906736,Male,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Credit card (automatic),90.95,1612.2,No,5687,No,0,Offer D,34.98,21,No,Yes,Yes,0.0,0,594.66,2206.86,5,Stayed,NULL,NULL
Covina,34.084747,-117.886844,Male,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,No,2347,Yes,1,Offer E,24.57,0,No,No,No,0.0,0,98.28,174.93,4,Stayed,NULL,NULL
Covina,34.08111,-117.853935,Female,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,No,4628,No,0,Offer D,26.67,0,No,No,No,0.0,0,320.04,580.74,5,Stayed,NULL,NULL
Rancho Cucamonga,34.10097,-117.57882,Male,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,No,4528,Yes,1,NULL,34.97,11,Yes,Yes,Yes,0.0,0,2517.84,8959.69,3,Stayed,NULL,NULL
El Monte,34.079934,-118.046695,Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,92.0,266.8,No,4345,No,0,Offer E,15.6,9,No,Yes,Yes,0.0,0,46.8,313.6,3,Joined,NULL,NULL
South El Monte,34.04622,-118.053753,Female,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,No,3089,No,0,NULL,32.66,0,No,No,No,0.0,0,1339.06,2301.31,3,Stayed,NULL,NULL
Rancho Cucamonga,34.245289,-117.642503,Male,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Credit card (automatic),36.0,1382.9,No,5323,No,0,NULL,0.0,12,Yes,No,No,0.0,130,0.0,1512.9,3,Stayed,NULL,NULL
