City,Churn Label,Latitude,Longitude,Count
Los Angeles,No,34.066303,-118.435479,2
Los Angeles,No,34.089953,-118.294824,2
Los Angeles,Yes,33.973616,-118.24902,2
Los Angeles,Yes,34.001617,-118.222274,2
Los Angeles,Yes,34.002028,-118.430656,2
Los Angeles,Yes,34.002642,-118.287596,2
Los Angeles,Yes,34.017697,-118.200577,2
Los Angeles,Yes,34.027337,-118.28515,2
Los Angeles,Yes,34.028331,-118.354338,2
Los Angeles,Yes,34.043144,-118.251977,2
Los Angeles,Yes,34.044271,-118.185237,2
Los Angeles,Yes,34.044639,-118.240413,2
Los Angeles,Yes,34.052842,-118.264495,2
Los Angeles,Yes,34.052917,-118.255178,2
Los Angeles,Yes,34.072945,-118.37267,2
Los Angeles,Yes,34.076259,-118.310715,2
Los Angeles,Yes,34.089953,-118.294824,2
Los Angeles,Yes,34.091829,-118.491244,2
Los Angeles,Yes,34.110845,-118.259595,2
Los Angeles,Yes,34.11572,-118.192754,2
Los Angeles,Yes,34.127194,-118.295647,2
Los Angeles,Yes,34.137412,-118.207607,2
Los Angeles,No,34.099869,-118.326843,1
Los Angeles,Yes,33.92128,-118.274186,1
Los Angeles,Yes,33.949255,-118.246978,1
Los Angeles,Yes,33.952714,-118.292061,1
Los Angeles,Yes,33.954017,-118.402447,1
Los Angeles,Yes,33.958149,-118.308441,1
Los Angeles,Yes,33.964131,-118.272783,1
Los Angeles,Yes,33.988543,-118.334081,1
Los Angeles,Yes,34.00709,-118.258681,1
Los Angeles,Yes,34.02381,-118.156582,1
Los Angeles,Yes,34.039224,-118.266293,1
Los Angeles,Yes,34.046174,-118.446333,1
Los Angeles,Yes,34.048013,-118.293953,1
Los Angeles,Yes,34.049841,-118.33846,1
Los Angeles,Yes,34.050198,-118.210946,1
Los Angeles,Yes,34.061918,-118.277939,1
Los Angeles,Yes,34.065875,-118.238728,1
Los Angeles,Yes,34.070291,-118.349191,1
Los Angeles,Yes,34.078821,-118.177576,1
Los Angeles,Yes,34.078991,-118.263804,1
Los Angeles,Yes,34.085807,-118.206617,1
Los Angeles,Yes,34.088017,-118.327168,1
Los Angeles,Yes,34.108833,-118.229715,1
Los Angeles,Yes,34.137411,-118.328915,1
Los Banos,No,36.995162,-120.955099,4
Los Gatos,No,37.160194,-121.945611,4
Los Gatos,No,37.222842,-121.988727,2
Los Gatos,No,37.233034,-121.947427,2
Los Gatos,Yes,37.222842,-121.988727,2
Los Gatos,Yes,37.233034,-121.947427,2
Los Molinos,No,40.059385,-122.091481,3
Los Molinos,Yes,40.059385,-122.091481,1
Los Olivos,No,34.70434,-120.02609,4
Los Osos,No,35.279984,-120.824288,3
Los Osos,Yes,35.279984,-120.824288,1
Lost Hills,No,35.637715,-119.893068,4
Lotus,No,38.815515,-120.916997,2
Lotus,Yes,38.815515,-120.916997,2
Lower Lake,No,38.925545,-122.549083,4
Loyalton,No,39.637471,-120.226338,4
Lucerne,No,39.141934,-122.770679,3
Lucerne,Yes,39.141934,-122.770679,1
Lucerne Valley,No,34.508417,-116.856103,2
Lucerne Valley,Yes,34.508417,-116.856103,2
Ludlow,Yes,34.702766,-116.093376,3
Ludlow,No,34.702766,-116.093376,1
Lynwood,No,33.923573,-118.200669,3
Lynwood,Yes,33.923573,-118.200669,2
Lytle Creek,No,34.238162,-117.534306,3
Lytle Creek,Yes,34.238162,-117.534306,1
Macdoel,No,41.769709,-121.92063,4
Mad River,No,40.390301,-123.412327,4
Madeline,No,41.042003,-120.506086,4
Madera,No,36.902954,-120.194274,3
Madera,No,37.004068,-119.930027,2
Madera,Yes,37.004068,-119.930027,2
Madera,Yes,36.902954,-120.194274,1
Madison,No,38.674276,-121.961866,3
Madison,Yes,38.674276,-121.961866,1
Magalia,No,39.933852,-121.584371,3
Magalia,Yes,39.933852,-121.584371,1
Malibu,No,34.037037,-118.705803,4
Malibu,No,34.074572,-118.831181,4
Malibu,Yes,34.037037,-118.705803,1
Malibu,Yes,34.074572,-118.831181,1
Mammoth Lakes,No,37.550074,-118.837167,4
Manchester,No,38.966713,-123.586412,4
Manhattan Beach,No,33.889632,-118.39737,5
Manteca,No,37.750822,-121.238423,4
Manteca,No,37.830267,-121.201018,4
Manton,No,40.426679,-121.850421,4
March Air Reserve Base,No,33.888323,-117.277533,2
March Air Reserve Base,Yes,33.888323,-117.277533,2
Maricopa,Yes,34.737031,-119.460557,4
Marina,Yes,36.689582,-121.758398,3
Marina,No,36.689582,-121.758398,1
Marina Del Rey,Yes,33.977468,-118.445475,3
Marina Del Rey,No,33.977468,-118.445475,2
Mariposa,No,37.526791,-119.99437,2
Mariposa,Yes,37.526791,-119.99437,2
Markleeville,No,38.735789,-119.85798,4
Marshall,No,38.129308,-122.834815,2
Marshall,Yes,38.129308,-122.834815,2
Martinez,No,38.014457,-122.115432,2
Martinez,Yes,38.014457,-122.115432,2
Marysville,No,39.19514,-121.503883,4
Mather,No,38.549822,-121.266725,2
Mather,Yes,38.549822,-121.266725,2
Maxwell,No,39.281194,-122.226568,3
Maxwell,Yes,39.281194,-122.226568,1
Maywood,No,33.988572,-118.186565,5
Mc Farland,No,35.666886,-119.186717,4
Mc Kittrick,No,35.38381,-119.730885,2
Mc Kittrick,Yes,35.38381,-119.730885,2
Mcarthur,No,41.10831,-121.360362,3
Mcarthur,Yes,41.10831,-121.360362,1
Mccloud,No,41.251322,-122.105209,4
Mckinleyville,No,40.965011,-124.015255,2
Mckinleyville,Yes,40.965011,-124.015255,2
Meadow Valley,No,39.937017,-121.058043,3
Meadow Valley,Yes,39.937017,-121.058043,1
Meadow Vista,No,39.003358,-121.022539,2
Meadow Vista,Yes,39.003358,-121.022539,2
Mecca,No,33.543835,-115.993906,5
Mendocino,No,39.305545,-123.743697,2
Mendocino,Yes,39.305545,-123.743697,2
Mendota,No,36.687292,-120.437354,3
Mendota,Yes,36.687292,-120.437354,1
Menifee,No,33.653338,-117.178271,4
Menlo Park,No,37.449551,-122.183762,4
Mentone,No,34.103578,-117.04054,3
Mentone,Yes,34.103578,-117.04054,1
Merced,No,37.255637,-120.493537,4
Merced,No,37.40122,-120.514191,2
Merced,Yes,37.40122,-120.514191,2
Meridian,No,39.068071,-121.832638,4
Mi Wuk Village,No,38.121601,-120.133915,3
Mi Wuk Village,Yes,38.121601,-120.133915,1
Middletown,No,38.787446,-122.58675,4
Midpines,No,37.581496,-119.972762,4
Midway City,No,33.744439,-117.98588,3
Midway City,Yes,33.744439,-117.98588,1
Milford,No,40.181279,-120.392967,4
Mill Creek,No,40.331975,-121.460674,3
Mill Creek,Yes,40.331975,-121.460674,1
Mill Valley,No,37.901371,-122.572024,3
Mill Valley,Yes,37.901371,-122.572024,1
Millbrae,No,37.601248,-122.403099,3
Millbrae,Yes,37.601248,-122.403099,1
Millville,No,40.531257,-122.148139,4
Milpitas,No,37.441931,-121.878502,3
Milpitas,Yes,37.441931,-121.878502,1
Mineral,No,40.408796,-121.579609,2
Mineral,Yes,40.408796,-121.579609,2
Mira Loma,No,33.999992,-117.535395,4
Mira Loma,Yes,33.999992,-117.535395,1
Miramonte,No,36.696759,-119.024051,3
Miramonte,Yes,36.696759,-119.024051,1
Miranda,Yes,40.210895,-123.86,3
Miranda,No,40.210895,-123.86,1
Mission Hills,No,34.266389,-118.459744,3
Mission Hills,Yes,34.266389,-118.459744,2
Mission Viejo,No,33.611945,-117.665867,4
Mission Viejo,No,33.60693,-117.644253,3
Mission Viejo,Yes,33.60693,-117.644253,1
Modesto,No,37.621458,-121.012295,3
Modesto,No,37.639029,-120.964772,3
Modesto,No,37.670526,-120.877572,3
Modesto,Yes,37.671806,-121.007575,3
Modesto,No,37.612612,-121.108568,2
Modesto,No,37.672906,-120.946594,2
Modesto,No,37.716186,-121.025836,2
Modesto,Yes,37.612612,-121.108568,2
Modesto,Yes,37.672906,-120.946594,2
Modesto,Yes,37.716186,-121.025836,2
Modesto,No,37.671806,-121.007575,1
Modesto,Yes,37.621458,-121.012295,1
Modesto,Yes,37.639029,-120.964772,1
Modesto,Yes,37.670526,-120.877572,1
Mojave,No,35.097323,-118.171288,2
Mojave,Yes,35.097323,-118.171288,2
Mokelumne Hill,No,38.304194,-120.592431,4
Monrovia,No,34.1528,-118.000482,4
Monrovia,Yes,34.1528,-118.000482,1
Montague,Yes,41.759864,-122.379175,3
Montague,No,41.759864,-122.379175,1
Montara,No,37.540582,-122.509594,4
Montclair,No,34.072121,-117.698319,4
Montclair,Yes,34.072121,-117.698319,1
Monte Rio,No,38.471049,-123.015549,4
Montebello,No,34.015217,-118.109962,4
Montebello,Yes,34.015217,-118.109962,1
Monterey,No,36.362741,-121.869685,4
Monterey Park,No,34.049172,-118.115022,5
Monterey Park,No,34.050322,-118.147037,4
Monterey Park,Yes,34.050322,-118.147037,1
Montgomery Creek,No,40.877552,-121.885884,4
Montrose,No,34.2112,-118.230625,4
Montrose,Yes,34.2112,-118.230625,1
Moorpark,No,34.312945,-118.858169,2
Moorpark,Yes,34.312945,-118.858169,2
Moraga,No,37.827946,-122.107185,2
Moraga,Yes,37.827946,-122.107185,2
Moreno Valley,No,33.923149,-117.244933,4
Moreno Valley,No,33.88274,-117.224878,3
Moreno Valley,No,33.907361,-117.109972,2
Moreno Valley,No,33.970661,-117.255039,2
Moreno Valley,Yes,33.907361,-117.109972,2
Moreno Valley,Yes,33.970661,-117.255039,2
Moreno Valley,Yes,33.88274,-117.224878,1
Morgan Hill,No,37.161544,-121.649371,2
Morgan Hill,Yes,37.161544,-121.649371,2
Morongo Valley,No,34.097863,-116.594561,5
Morro Bay,No,35.369553,-120.763864,3
Morro Bay,Yes,35.369553,-120.763864,1
Moss Beach,No,37.515556,-122.502311,4
Moss Landing,No,36.863303,-121.781632,3
Moss Landing,Yes,36.863303,-121.781632,1
Mount Hamilton,No,37.382909,-121.634151,4
Mount Hermon,No,37.051166,-122.056194,4
Mount Laguna,Yes,32.830852,-116.444601,3
Mount Laguna,No,32.830852,-116.444601,2
Mount Shasta,No,41.33832,-122.290756,4
Mountain Center,No,33.638645,-116.55783,4
Mountain Ranch,No,38.264262,-120.515133,3
Mountain Ranch,Yes,38.264262,-120.515133,1
Mountain View,No,37.388349,-122.075299,4
Mountain View,No,37.380662,-122.086022,2
Mountain View,No,37.419725,-122.062947,2
Mountain View,Yes,37.380662,-122.086022,2
Mountain View,Yes,37.419725,-122.062947,2
Mt Baldy,No,34.231318,-117.662032,5
Murphys,No,38.147852,-120.440124,3
Murphys,Yes,38.147852,-120.440124,1
Murrieta,No,33.548869,-117.334165,4
Murrieta,No,33.581045,-117.14719,2
Murrieta,Yes,33.581045,-117.14719,2
Myers Flat,No,40.267158,-123.805913,3
Myers Flat,Yes,40.267158,-123.805913,1
Napa,No,38.232389,-122.324944,3
Napa,No,38.489789,-122.27011,2
Napa,Yes,38.489789,-122.27011,2
Napa,Yes,38.232389,-122.324944,1
National City,No,32.67102,-117.095235,5
Navarro,No,39.182916,-123.552571,3
Navarro,Yes,39.182916,-123.552571,1
Needles,No,34.711224,-114.702256,4
Nevada City,No,39.333737,-120.858667,3
Nevada City,Yes,39.333737,-120.858667,1
New Cuyama,No,34.956577,-119.750142,3
New Cuyama,Yes,34.956577,-119.750142,1
Newark,No,37.504133,-122.032347,4
Newberry Springs,No,34.89326,-116.505958,2
Newberry Springs,Yes,34.89326,-116.505958,2
Newbury Park,No,34.172071,-118.946262,5
Newcastle,No,38.883224,-121.15918,3
Newcastle,Yes,38.883224,-121.15918,1
Newhall,No,34.370378,-118.504118,4
Newhall,Yes,34.370378,-118.504118,1
Newman,No,37.343846,-121.039391,3
Newman,Yes,37.343846,-121.039391,1
Newport Beach,No,33.606336,-117.893042,3
Newport Beach,No,33.62251,-117.927024,3
Newport Beach,No,33.634626,-117.874882,3
Newport Beach,No,33.601309,-117.902304,2
Newport Beach,Yes,33.601309,-117.902304,2
Newport Beach,Yes,33.606336,-117.893042,1
Newport Beach,Yes,33.62251,-117.927024,1
Newport Beach,Yes,33.634626,-117.874882,1
Newport Coast,No,33.603282,-117.821841,3
Newport Coast,Yes,33.603282,-117.821841,1
Nicasio,No,38.065359,-122.665566,3
Nicasio,Yes,38.065359,-122.665566,1
Nice,No,39.12334,-122.838198,2
Nice,Yes,39.12334,-122.838198,2
Nicolaus,No,38.788898,-121.608624,3
Nicolaus,Yes,38.788898,-121.608624,1
Niland,No,33.345825,-115.596574,3
Niland,Yes,33.345825,-115.596574,2
Nipomo,No,35.050345,-120.489599,2
Nipomo,Yes,35.050345,-120.489599,2
Nipton,No,35.478736,-115.516984,4
Norco,No,33.925833,-117.559639,3
Norco,Yes,33.925833,-117.559639,1
North Fork,No,37.244307,-119.470256,3
North Fork,Yes,37.244307,-119.470256,1
North Highlands,No,38.671295,-121.388251,4
North Hills,No,34.238802,-118.482296,4
North Hills,Yes,34.238802,-118.482296,1
North Hollywood,No,34.15136,-118.364786,5
North Hollywood,No,34.187599,-118.387125,4
North Hollywood,Yes,34.1692,-118.372498,4
North Hollywood,Yes,34.207295,-118.400022,4
North Hollywood,No,34.1692,-118.372498,1
North Hollywood,No,34.207295,-118.400022,1
North Hollywood,Yes,34.187599,-118.387125,1
North Palm Springs,Yes,33.906496,-116.569499,3
North Palm Springs,No,33.906496,-116.569499,2
North San Juan,No,39.423046,-120.984472,4
Northridge,No,34.236683,-118.517588,4
Northridge,No,34.238208,-118.55029,4
Northridge,Yes,34.236683,-118.517588,1
Northridge,Yes,34.238208,-118.55029,1
Norwalk,No,33.905963,-118.08263,5
Novato,No,38.112166,-122.634384,3
Novato,Yes,38.135897,-122.563683,3
Novato,No,38.067204,-122.524004,2
Novato,Yes,38.067204,-122.524004,2
Novato,No,38.135897,-122.563683,1
Novato,Yes,38.112166,-122.634384,1
Nubieber,No,41.082472,-121.195215,3
Nubieber,Yes,41.082472,-121.195215,1
Nuevo,No,33.82769,-117.102244,3
Nuevo,Yes,33.82769,-117.102244,1
O Neals,No,37.140104,-119.657092,4
Oak Park,No,34.19225,-118.776874,5
Oak Run,No,40.689243,-122.037023,2
Oak Run,Yes,40.689243,-122.037023,2
Oak View,No,34.404544,-119.302118,3
Oak View,Yes,34.404544,-119.302118,1
Oakdale,No,37.785033,-120.776141,2
Oakdale,Yes,37.785033,-120.776141,2
Oakhurst,No,37.648647,-119.231447,3
Oakhurst,Yes,37.648647,-119.231447,1
Oakland,No,37.750553,-122.197175,4
Oakland,No,37.758019,-122.138678,4
Oakland,No,37.808731,-122.238708,4
Oakland,No,37.809014,-122.269739,4
Oakland,No,37.739113,-122.175602,3
Oakland,No,37.787186,-122.14633,3
Oakland,No,37.792489,-122.244314,3
Oakland,No,37.80707,-122.297401,3
Oakland,No,37.834341,-122.26437,3
Oakland,No,37.84551,-122.235181,3
Oakland,Yes,37.776523,-122.219268,3
Oakland,No,37.803883,-122.208417,2
Oakland,No,37.828416,-122.216005,2
Oakland,Yes,37.803883,-122.208417,2
Oakland,Yes,37.828416,-122.216005,2
Oakland,No,37.776523,-122.219268,1
Oakland,Yes,37.739113,-122.175602,1
Oakland,Yes,37.787186,-122.14633,1
Oakland,Yes,37.792489,-122.244314,1
Oakland,Yes,37.80707,-122.297401,1
Oakland,Yes,37.834341,-122.26437,1
Oakland,Yes,37.84551,-122.235181,1
Oakley,No,37.999406,-121.686241,3
Oakley,Yes,37.999406,-121.686241,1
Occidental,No,38.415003,-122.998726,4
Oceano,No,35.059695,-120.604741,2
Oceano,Yes,35.059695,-120.604741,2
Oceanside,No,33.351059,-117.420557,5
Oceanside,No,33.194742,-117.29032,3
Oceanside,Yes,33.254497,-117.285879,3
Oceanside,No,33.254497,-117.285879,2
Oceanside,Yes,33.194742,-117.29032,2
Ocotillo,No,32.698964,-115.886656,3
Ocotillo,Yes,32.698964,-115.886656,2
Ojai,No,34.581308,-118.931948,3
Ojai,Yes,34.581308,-118.931948,1
Olancha,No,36.296851,-117.865469,3
Olancha,Yes,36.296851,-117.865469,1
Old Station,Yes,40.656287,-121.428965,3
Old Station,No,40.656287,-121.428965,1
Olema,No,38.052209,-122.775567,3
Olema,Yes,38.052209,-122.775567,1
Olivehurst,No,39.082568,-121.55325,3
Olivehurst,Yes,39.082568,-121.55325,1
Olympic Valley,No,39.191797,-120.212401,4
Ontario,No,34.035602,-117.591528,4
Ontario,No,34.057256,-117.667677,4
Ontario,No,34.074087,-117.605618,3
Ontario,Yes,34.074087,-117.605618,2
Ontario,Yes,34.035602,-117.591528,1
Ontario,Yes,34.057256,-117.667677,1
Onyx,No,35.676978,-118.101378,2
Onyx,Yes,35.676978,-118.101378,2
Orange,No,33.784597,-117.844535,4
Orange,No,33.81859,-117.821288,4
Orange,No,33.787796,-117.875928,3
Orange,No,33.792791,-117.789749,3
Orange,No,33.828779,-117.848299,3
Orange,Yes,33.787796,-117.875928,1
Orange,Yes,33.792791,-117.789749,1
Orange,Yes,33.828779,-117.848299,1
Orange Cove,No,36.633498,-119.298895,4
Orangevale,Yes,38.689174,-121.218435,3
Orangevale,No,38.689174,-121.218435,1
Oregon House,No,39.342587,-121.249833,4
Orick,No,41.336354,-124.044354,4
Orinda,No,37.873916,-122.20522,3
Orinda,Yes,37.873916,-122.20522,1
Orland,No,39.748037,-122.302169,3
Orland,Yes,39.748037,-122.302169,1
Orleans,No,41.269521,-123.546958,4
Oro Grande,No,34.647959,-117.296957,3
Oro Grande,Yes,34.647959,-117.296957,1
Orosi,No,36.600185,-119.175655,2
Orosi,Yes,36.600185,-119.175655,2
Oroville,No,39.624561,-121.552866,4
Oroville,No,39.473896,-121.415927,2
Oroville,Yes,39.473896,-121.415927,2
Oxnard,No,34.156629,-119.117218,4
Oxnard,No,34.18454,-119.224666,3
Oxnard,No,34.223244,-119.18012,2
Oxnard,Yes,34.223244,-119.18012,2
Oxnard,Yes,34.18454,-119.224666,1
Pacific Grove,No,36.618337,-121.926417,3
Pacific Grove,Yes,36.618337,-121.926417,1
Pacific Palisades,No,34.079449,-118.548306,3
Pacific Palisades,Yes,34.079449,-118.548306,2
Pacifica,No,37.573633,-122.455167,4
Pacoima,No,34.255442,-118.421314,3
Pacoima,Yes,34.255442,-118.421314,2
Paicines,No,36.525703,-120.952122,4
Pala,No,33.384345,-117.072619,3
Pala,Yes,33.384345,-117.072619,2
Palermo,No,39.435756,-121.552071,3
Palermo,Yes,39.435756,-121.552071,1
Palm Desert,No,33.694501,-116.412711,5
Palm Desert,Yes,33.762759,-116.324817,4
Palm Desert,No,33.762759,-116.324817,1
Palm Springs,No,33.745746,-116.514215,4
Palm Springs,No,33.839989,-116.659215,3
Palm Springs,Yes,33.839989,-116.659215,2
Palm Springs,Yes,33.745746,-116.514215,1
Palmdale,No,34.536232,-118.082935,3
Palmdale,No,34.557711,-118.029441,3
Palmdale,No,34.613476,-118.256358,3
Palmdale,Yes,34.598221,-117.79593,3
Palmdale,No,34.598221,-117.79593,1
Palmdale,Yes,34.536232,-118.082935,1
Palmdale,Yes,34.557711,-118.029441,1
Palmdale,Yes,34.613476,-118.256358,1
Palo Alto,No,37.444314,-122.149996,4
Palo Alto,No,37.416159,-122.131337,3
Palo Alto,No,37.45809,-122.115398,3
Palo Alto,No,37.386978,-122.177746,2
Palo Alto,Yes,37.386978,-122.177746,2
Palo Alto,Yes,37.416159,-122.131337,1
Palo Alto,Yes,37.45809,-122.115398,1
Palo Cedro,No,40.582399,-122.195512,2
Palo Cedro,Yes,40.582399,-122.195512,2
Palo Verde,No,33.3249,-114.758334,5
Palomar Mountain,Yes,33.309852,-116.823091,3
Palomar Mountain,No,33.309852,-116.823091,2
Palos Verdes Peninsula,No,33.788208,-118.404955,5
Panorama City,Yes,34.223768,-118.445461,4
Panorama City,No,34.223768,-118.445461,1
Paradise,No,39.69676,-121.644379,4
Paramount,No,33.897122,-118.164432,4
Paramount,Yes,33.897122,-118.164432,1
Parker Dam,No,34.273872,-114.192901,4
Parker Dam,Yes,34.273872,-114.192901,1
Parlier,No,36.622237,-119.521126,3
Parlier,Yes,36.622237,-119.521126,1
Pasadena,No,34.146635,-118.139225,5
Pasadena,No,34.139402,-118.128658,4
Pasadena,No,34.165383,-118.123752,4
Pasadena,No,34.13946,-118.166649,3
Pasadena,No,34.167465,-118.165327,3
Pasadena,Yes,34.159007,-118.087353,3
Pasadena,No,34.159007,-118.087353,2
Pasadena,Yes,34.13946,-118.166649,2
Pasadena,Yes,34.167465,-118.165327,2
Pasadena,Yes,34.139402,-118.128658,1
Pasadena,Yes,34.165383,-118.123752,1
Paskenta,Yes,39.884395,-122.587513,3
Paskenta,No,39.884395,-122.587513,1
Paso Robles,No,35.634222,-120.728341,4
Patterson,No,37.410236,-121.320337,3
Patterson,Yes,37.410236,-121.320337,1
Pauma Valley,Yes,33.313828,-116.940501,3
Pauma Valley,No,33.313828,-116.940501,2
Paynes Creek,No,40.343213,-121.815412,3
Paynes Creek,Yes,40.343213,-121.815412,1
Pearblossom,Yes,34.445239,-117.894868,3
Pearblossom,No,34.445239,-117.894868,1
Pebble Beach,No,36.587497,-121.944815,3
Pebble Beach,Yes,36.587497,-121.944815,1
Penn Valley,No,39.203817,-121.19584,4
Penngrove,No,38.325599,-122.642352,4
Penryn,No,38.859093,-121.182872,3
Penryn,Yes,38.859093,-121.182872,1
Perris,No,33.787298,-117.320676,3
Perris,No,33.828289,-117.201666,3
Perris,Yes,33.787298,-117.320676,1
Perris,Yes,33.828289,-117.201666,1
Pescadero,No,37.22565,-122.297533,3
Pescadero,Yes,37.22565,-122.297533,1
Petaluma,No,38.235021,-122.557332,4
Petaluma,No,38.237018,-122.77872,4
Petrolia,No,40.274302,-124.210902,3
Petrolia,Yes,40.274302,-124.210902,1
Phelan,No,34.441123,-117.537886,2
Phelan,Yes,34.441123,-117.537886,2
Phillipsville,No,40.184094,-123.745487,4
Philo,No,39.094102,-123.500853,3
Philo,Yes,39.094102,-123.500853,1
Pico Rivera,No,33.989524,-118.089299,3
Pico Rivera,Yes,33.989524,-118.089299,2
Piercy,No,39.955587,-123.681175,3
Piercy,Yes,39.955587,-123.681175,1
Pilot Hill,No,38.803731,-121.043799,3
Pilot Hill,Yes,38.803731,-121.043799,1
Pine Grove,No,38.400264,-120.641274,3
Pine Grove,Yes,38.400264,-120.641274,1
Pine Valley,No,32.800671,-116.483363,5
Pinecrest,No,38.224869,-119.755729,2
Pinecrest,Yes,38.224869,-119.755729,2
Pinole,No,37.996462,-122.293716,2
Pinole,Yes,37.996462,-122.293716,2
Pinon Hills,No,34.459322,-117.629729,4
Pioneer,No,38.546999,-120.271114,3
Pioneer,Yes,38.546999,-120.271114,1
Pioneertown,No,34.201108,-116.593456,5
Piru,Yes,34.432843,-118.730106,3
Piru,No,34.432843,-118.730106,1
Pismo Beach,No,35.165668,-120.655842,2
Pismo Beach,Yes,35.165668,-120.655842,2
Pittsburg,No,38.006047,-121.916834,3
Pittsburg,Yes,38.006047,-121.916834,1
Pixley,No,35.957019,-119.330928,4
Placentia,No,33.881158,-117.854783,3
Placentia,Yes,33.881158,-117.854783,1
Placerville,No,38.733714,-120.795213,4
Planada,No,37.329725,-120.306399,2
Planada,Yes,37.329725,-120.306399,2
Platina,No,40.367964,-122.937379,3
Platina,Yes,40.367964,-122.937379,1
Playa Del Rey,No,33.947305,-118.439841,5
Pleasant Grove,No,38.833554,-121.498102,2
Pleasant Grove,Yes,38.833554,-121.498102,2
Pleasant Hill,No,37.95338,-122.076886,3
Pleasant Hill,Yes,37.95338,-122.076886,1
Pleasanton,No,37.633361,-121.862395,3
Pleasanton,No,37.685052,-121.912061,2
Pleasanton,Yes,37.685052,-121.912061,2
Pleasanton,Yes,37.633361,-121.862395,1
Plymouth,No,38.489273,-120.891614,2
Plymouth,Yes,38.489273,-120.891614,2
Point Arena,No,38.911299,-123.609588,3
Point Arena,Yes,38.911299,-123.609588,1
Point Reyes Station,No,38.060264,-122.830646,3
Point Reyes Station,Yes,38.060264,-122.830646,1
Pollock Pines,No,38.733908,-120.453416,3
Pollock Pines,Yes,38.733908,-120.453416,1
Pomona,No,34.042286,-117.756106,4
Pomona,No,34.067932,-117.785168,3
Pomona,No,34.083086,-117.737997,3
Pomona,Yes,34.067932,-117.785168,2
Pomona,Yes,34.083086,-117.737997,2
Pomona,Yes,34.042286,-117.756106,1
Pope Valley,Yes,38.672708,-122.403219,3
Pope Valley,No,38.672708,-122.403219,1
Port Costa,No,38.035707,-122.196821,2
Port Costa,Yes,38.035707,-122.196821,2
Port Hueneme,No,34.110124,-119.100972,3
Port Hueneme,Yes,34.110124,-119.100972,1
Porter Ranch,No,34.281911,-118.556218,4
Porter Ranch,Yes,34.281911,-118.556218,1
Porterville,No,36.008958,-118.891593,3
Porterville,Yes,36.008958,-118.891593,1
Portola,No,39.786755,-120.445626,3
Portola,Yes,39.786755,-120.445626,1
Portola Valley,No,37.369709,-122.215844,3
Portola Valley,Yes,37.369709,-122.215844,1
Posey,No,35.861928,-118.636698,3
Posey,Yes,35.861928,-118.636698,1
Potrero,No,32.619465,-116.593605,5
Potter Valley,No,39.408634,-123.045516,4
Poway,No,32.984395,-117.013454,4
Poway,Yes,32.984395,-117.013454,1
Prather,No,37.007238,-119.505661,3
Prather,Yes,37.007238,-119.505661,1
Princeton,No,39.424957,-122.039307,2
Princeton,Yes,39.424957,-122.039307,2
Quincy,Yes,39.971228,-121.041166,3
Quincy,No,39.971228,-121.041166,1
Raisin City,No,36.594542,-119.905245,4
Ramona,No,33.044541,-116.833922,4
Ramona,Yes,33.044541,-116.833922,1
Ranchita,No,33.215251,-116.53633,4
Ranchita,Yes,33.215251,-116.53633,1
Rancho Cordova,No,38.602723,-121.279913,3
Rancho Cordova,No,38.591134,-121.161585,2
Rancho Cordova,Yes,38.591134,-121.161585,2
Rancho Cordova,Yes,38.602723,-121.279913,1
Rancho Cucamonga,No,34.132275,-117.611478,5
Rancho Cucamonga,No,34.10097,-117.57882,4
Rancho Cucamonga,No,34.133809,-117.523724,4
Rancho Cucamonga,No,34.245289,-117.642503,3
Rancho Cucamonga,Yes,34.245289,-117.642503,2
Rancho Cucamonga,Yes,34.10097,-117.57882,1
Rancho Cucamonga,Yes,34.133809,-117.523724,1
Rancho Mirage,No,33.763678,-116.429928,3
Rancho Mirage,Yes,33.763678,-116.429928,2
Rancho Palos Verdes,No,33.753146,-118.367459,5
Rancho Santa Fe,No,33.012751,-117.200617,5
Rancho Santa Fe,No,32.99356,-117.207121,4
Rancho Santa Fe,Yes,32.99356,-117.207121,1
Rancho Santa Margarita,No,33.624654,-117.611733,3
Rancho Santa Margarita,Yes,33.624654,-117.611733,1
Randsburg,No,35.405722,-117.773354,3
Randsburg,Yes,35.405722,-117.773354,1
Ravendale,No,40.845738,-120.322219,3
Ravendale,Yes,40.845738,-120.322219,1
Raymond,No,37.252057,-119.95783,4
Red Bluff,No,40.186772,-122.388361,2
Red Bluff,Yes,40.186772,-122.388361,2
Redcrest,No,40.363446,-123.835041,3
Redding,No,40.677649,-122.29467,4
Redding,No,40.527834,-122.318749,3
Redding,No,40.587919,-122.464732,3
Redding,Yes,40.527834,-122.318749,1
Redding,Yes,40.587919,-122.464732,1
Redlands,No,34.003243,-117.138286,2
Redlands,No,34.064073,-117.166158,2
Redlands,Yes,34.003243,-117.138286,2
Redlands,Yes,34.064073,-117.166158,2
Redondo Beach,No,33.873395,-118.37019,5
Redondo Beach,No,33.830453,-118.384565,4
Redondo Beach,Yes,33.830453,-118.384565,1
Redway,No,40.142256,-123.852927,3
Redway,Yes,40.142256,-123.852927,1
Redwood City,No,37.527497,-122.230941,4
Redwood City,No,37.410567,-122.297152,3
Redwood City,No,37.461251,-122.235414,3
Redwood City,No,37.499411,-122.196318,3
Redwood City,Yes,37.410567,-122.297152,1
Redwood City,Yes,37.461251,-122.235414,1
